doc_id,month,filing_period,vendor_name,vendor_gstin,vendor_type,vendor_reliability,invoice_date,taxable_value,gst_rate_pct,books_igst,gstr2b_igst,difference,mismatch_type,itc_eligible,itc_at_risk,status
GST-023114,2024-02,Feb-2024,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2024-02-01,244049.43,28,68333.84,68333.84,0.0,None,68333.84,0.0,Reconciled
GST-023115,2024-02,Feb-2024,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2024-02-01,149150.46,28,41762.13,41762.13,0.0,None,41762.13,0.0,Reconciled
GST-023116,2024-02,Feb-2024,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2024-02-01,212210.2,5,10610.51,10610.51,0.0,None,10610.51,0.0,Reconciled
GST-023117,2024-02,Feb-2024,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2024-02-01,52012.63,5,2600.63,6020.77,3420.14,Excess in 2B,2600.63,0.0,Mismatch
GST-023118,2024-02,Feb-2024,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2024-02-01,98871.47,18,17796.86,17796.86,0.0,None,17796.86,0.0,Reconciled
GST-023119,2024-02,Feb-2024,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2024-02-01,68444.11,12,8213.29,6606.65,-1606.64,Short in 2B,6606.65,1606.64,Mismatch
GST-023120,2024-02,Feb-2024,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2024-02-01,202282.72,28,56639.16,56639.16,0.0,None,56639.16,0.0,Reconciled
GST-023121,2024-02,Feb-2024,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2024-02-01,106477.6,12,12777.31,12777.31,0.0,None,12777.31,0.0,Reconciled
GST-023122,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,106665.53,18,19199.8,19199.8,0.0,None,19199.8,0.0,Reconciled
GST-023123,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,205379.48,5,10268.97,10268.97,0.0,None,10268.97,0.0,Reconciled
GST-023124,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,198657.94,18,35758.43,35758.43,0.0,None,35758.43,0.0,Reconciled
GST-023125,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,145866.94,5,7293.35,7293.35,0.0,None,7293.35,0.0,Reconciled
GST-023126,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,208662.21,28,58425.42,58425.42,0.0,None,58425.42,0.0,Reconciled
GST-023127,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,196766.39,5,9838.32,9838.32,0.0,None,9838.32,0.0,Reconciled
GST-023128,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,166552.99,5,8327.65,8327.65,0.0,None,8327.65,0.0,Reconciled
GST-023129,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,95107.51,12,11412.9,11412.9,0.0,None,11412.9,0.0,Reconciled
GST-023130,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,137082.94,5,6854.15,6854.15,0.0,None,6854.15,0.0,Reconciled
GST-023131,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,239212.07,5,11960.6,11960.6,0.0,None,11960.6,0.0,Reconciled
GST-023132,2024-03,Mar-2024,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2024-03-01,154099.89,18,27737.98,27737.98,0.0,None,27737.98,0.0,Reconciled
GST-023133,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,30686.31,5,1534.32,1534.32,0.0,None,1534.32,0.0,Reconciled
GST-023134,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,157811.64,12,18937.4,14279.98,-4657.42,Short in 2B,14279.98,4657.42,Mismatch
GST-023135,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,92255.31,12,11070.64,11070.64,0.0,None,11070.64,0.0,Reconciled
GST-023136,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,102543.95,5,5127.2,5127.2,0.0,None,5127.2,0.0,Reconciled
GST-023137,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,167443.33,28,46884.13,46884.13,0.0,None,46884.13,0.0,Reconciled
GST-023138,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,158797.46,28,44463.29,44463.29,0.0,None,44463.29,0.0,Reconciled
GST-023139,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,103369.82,28,28943.55,28943.55,0.0,None,28943.55,0.0,Reconciled
GST-023140,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,135456.92,18,24382.25,24382.25,0.0,None,24382.25,0.0,Reconciled
GST-023141,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,62873.59,5,3143.68,3143.68,0.0,None,3143.68,0.0,Reconciled
GST-023142,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,161861.43,18,29135.06,29135.06,0.0,None,29135.06,0.0,Reconciled
GST-023143,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,53862.05,5,2693.1,2693.1,0.0,None,2693.1,0.0,Reconciled
GST-023144,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,147260.96,28,41233.07,41233.07,0.0,None,41233.07,0.0,Reconciled
GST-023145,2024-03,Mar-2024,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2024-03-01,138459.71,5,6922.99,6922.99,0.0,None,6922.99,0.0,Reconciled
GST-023146,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,163058.13,5,8152.91,8152.91,0.0,None,8152.91,0.0,Reconciled
GST-023147,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,109542.74,5,5477.14,5477.14,0.0,None,5477.14,0.0,Reconciled
GST-023148,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,151191.05,12,18142.93,18142.93,0.0,None,18142.93,0.0,Reconciled
GST-023149,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,122696.56,18,22085.38,21028.53,-1056.85,Short in 2B,21028.53,1056.85,Mismatch
GST-023150,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,39387.06,5,1969.35,1969.35,0.0,None,1969.35,0.0,Reconciled
GST-023151,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,83747.0,12,10049.64,10049.64,0.0,None,10049.64,0.0,Reconciled
GST-023152,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,219813.23,18,39566.38,39566.38,0.0,None,39566.38,0.0,Reconciled
GST-023153,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,38797.32,18,6983.52,6983.52,0.0,None,6983.52,0.0,Reconciled
GST-023154,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,147610.75,12,17713.29,17713.29,0.0,None,17713.29,0.0,Reconciled
GST-023155,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,44393.38,18,7990.81,7990.81,0.0,None,7990.81,0.0,Reconciled
GST-023156,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,181899.31,12,21827.92,21827.92,0.0,None,21827.92,0.0,Reconciled
GST-023157,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,20108.63,12,2413.04,2413.04,0.0,None,2413.04,0.0,Reconciled
GST-023158,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,40251.51,5,2012.58,2012.58,0.0,None,2012.58,0.0,Reconciled
GST-023159,2024-03,Mar-2024,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2024-03-01,164011.61,5,8200.58,380.05,-7820.53,Short in 2B,380.05,7820.53,Mismatch
GST-023160,2024-03,Mar-2024,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2024-03-01,113007.5,5,5650.38,865.48,-4784.9,Short in 2B,865.48,4784.9,Mismatch
GST-023161,2024-03,Mar-2024,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2024-03-01,238984.28,12,28678.11,28678.11,0.0,None,28678.11,0.0,Reconciled
GST-023162,2024-03,Mar-2024,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2024-03-01,87315.18,18,15716.73,10900.11,-4816.62,Short in 2B,10900.11,4816.62,Mismatch
GST-023163,2024-03,Mar-2024,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2024-03-01,238389.58,12,28606.75,28606.75,0.0,None,28606.75,0.0,Reconciled
GST-023164,2024-03,Mar-2024,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2024-03-01,182115.44,12,21853.85,21853.85,0.0,None,21853.85,0.0,Reconciled
GST-023165,2024-03,Mar-2024,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2024-03-01,231787.24,5,11589.36,11589.36,0.0,None,11589.36,0.0,Reconciled
GST-023166,2024-03,Mar-2024,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2024-03-01,189330.69,28,53012.59,53012.59,0.0,None,53012.59,0.0,Reconciled
GST-023167,2024-03,Mar-2024,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2024-03-01,124117.96,12,14894.16,14894.16,0.0,None,14894.16,0.0,Reconciled
GST-023168,2024-03,Mar-2024,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2024-03-01,233636.16,18,42054.51,42054.51,0.0,None,42054.51,0.0,Reconciled
GST-023169,2024-03,Mar-2024,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2024-03-01,77564.87,5,3878.24,3878.24,0.0,None,3878.24,0.0,Reconciled
GST-023170,2024-03,Mar-2024,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2024-03-01,136530.34,28,38228.5,38228.5,0.0,None,38228.5,0.0,Reconciled
GST-023171,2024-03,Mar-2024,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2024-03-01,183835.11,28,51473.83,51473.83,0.0,None,51473.83,0.0,Reconciled
GST-023172,2024-03,Mar-2024,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2024-03-01,184813.76,5,9240.69,9240.69,0.0,None,9240.69,0.0,Reconciled
GST-023173,2024-03,Mar-2024,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2024-03-01,190278.1,5,9513.91,9513.91,0.0,None,9513.91,0.0,Reconciled
GST-023174,2024-03,Mar-2024,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2024-03-01,192410.95,12,23089.31,23089.31,0.0,None,23089.31,0.0,Reconciled
GST-023175,2024-03,Mar-2024,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2024-03-01,161881.3,12,19425.76,19425.76,0.0,None,19425.76,0.0,Reconciled
GST-023176,2024-03,Mar-2024,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2024-03-01,68082.13,5,3404.11,3404.11,0.0,None,3404.11,0.0,Reconciled
GST-023177,2024-03,Mar-2024,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2024-03-01,23158.3,5,1157.92,1157.92,0.0,None,1157.92,0.0,Reconciled
GST-023178,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,220348.13,5,11017.41,11017.41,0.0,None,11017.41,0.0,Reconciled
GST-023179,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,82900.2,18,14922.04,14922.04,0.0,None,14922.04,0.0,Reconciled
GST-023180,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,137121.96,12,16454.64,16454.64,0.0,None,16454.64,0.0,Reconciled
GST-023181,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,201120.73,18,36201.73,36201.73,0.0,None,36201.73,0.0,Reconciled
GST-023182,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,59266.53,28,16594.63,16594.63,0.0,None,16594.63,0.0,Reconciled
GST-023183,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,49007.0,5,2450.35,2450.35,0.0,None,2450.35,0.0,Reconciled
GST-023184,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,130873.03,28,36644.45,36644.45,0.0,None,36644.45,0.0,Reconciled
GST-023185,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,139026.47,18,25024.76,25024.76,0.0,None,25024.76,0.0,Reconciled
GST-023186,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,24828.08,18,4469.05,4469.05,0.0,None,4469.05,0.0,Reconciled
GST-023187,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,156659.77,18,28198.76,28198.76,0.0,None,28198.76,0.0,Reconciled
GST-023188,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,144394.13,18,25990.94,25990.94,0.0,None,25990.94,0.0,Reconciled
GST-023189,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,124944.56,5,6247.23,6247.23,0.0,None,6247.23,0.0,Reconciled
GST-023190,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,240812.48,12,28897.5,28897.5,0.0,None,28897.5,0.0,Reconciled
GST-023191,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,112709.72,18,20287.75,20287.75,0.0,None,20287.75,0.0,Reconciled
GST-023192,2024-03,Mar-2024,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2024-03-01,235690.67,5,11784.53,11784.53,0.0,None,11784.53,0.0,Reconciled
GST-023193,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,177057.88,12,21246.95,21246.95,0.0,None,21246.95,0.0,Reconciled
GST-023194,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,197502.61,5,9875.13,9875.13,0.0,None,9875.13,0.0,Reconciled
GST-023195,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,126643.56,28,35460.2,35460.2,0.0,None,35460.2,0.0,Reconciled
GST-023196,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,160078.25,28,44821.91,44821.91,0.0,None,44821.91,0.0,Reconciled
GST-023197,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,155047.77,12,18605.73,18605.73,0.0,None,18605.73,0.0,Reconciled
GST-023198,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,187471.29,18,33744.83,33744.83,0.0,None,33744.83,0.0,Reconciled
GST-023199,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,134418.49,5,6720.92,6720.92,0.0,None,6720.92,0.0,Reconciled
GST-023200,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,142882.33,5,7144.12,7144.12,0.0,None,7144.12,0.0,Reconciled
GST-023201,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,164067.4,28,45938.87,45938.87,0.0,None,45938.87,0.0,Reconciled
GST-023202,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,54739.42,18,9853.1,9853.1,0.0,None,9853.1,0.0,Reconciled
GST-023203,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,64458.51,5,3222.93,3222.93,0.0,None,3222.93,0.0,Reconciled
GST-023204,2024-03,Mar-2024,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2024-03-01,109421.51,5,5471.08,0.0,-5471.08,Missing in 2B,0.0,5471.08,Mismatch
GST-023205,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,101612.18,28,28451.41,28451.41,0.0,None,28451.41,0.0,Reconciled
GST-023206,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,80094.49,18,14417.01,14417.01,0.0,None,14417.01,0.0,Reconciled
GST-023207,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,78676.35,5,3933.82,3933.82,0.0,None,3933.82,0.0,Reconciled
GST-023208,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,118033.36,28,33049.34,30494.98,-2554.36,Short in 2B,30494.98,2554.36,Mismatch
GST-023209,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,61970.15,12,7436.42,7436.42,0.0,None,7436.42,0.0,Reconciled
GST-023210,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,234643.21,5,11732.16,8173.02,-3559.14,Short in 2B,8173.02,3559.14,Mismatch
GST-023211,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,41777.14,5,2088.86,2088.86,0.0,None,2088.86,0.0,Reconciled
GST-023212,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,122978.58,28,34434.0,34434.0,0.0,None,34434.0,0.0,Reconciled
GST-023213,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,15012.41,5,750.62,750.62,0.0,None,750.62,0.0,Reconciled
GST-023214,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,210463.16,28,58929.68,0.0,-58929.68,Missing in 2B,0.0,58929.68,Mismatch
GST-023215,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,205300.3,12,24636.04,24636.04,0.0,None,24636.04,0.0,Reconciled
GST-023216,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,209684.47,12,25162.14,25162.14,0.0,None,25162.14,0.0,Reconciled
GST-023217,2024-03,Mar-2024,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2024-03-01,174458.63,5,8722.93,8722.93,0.0,None,8722.93,0.0,Reconciled
GST-023218,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,119090.22,12,14290.83,14290.83,0.0,None,14290.83,0.0,Reconciled
GST-023219,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,135369.59,5,6768.48,9578.9,2810.42,Excess in 2B,6768.48,0.0,Mismatch
GST-023220,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,201098.04,28,56307.45,59532.96,3225.51,Excess in 2B,56307.45,0.0,Mismatch
GST-023221,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,15885.41,18,2859.37,-1667.14,-4526.51,Short in 2B,-1667.14,4526.51,Mismatch
GST-023222,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,229036.81,28,64130.31,64130.31,0.0,None,64130.31,0.0,Reconciled
GST-023223,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,164115.71,12,19693.89,19693.89,0.0,None,19693.89,0.0,Reconciled
GST-023224,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,140047.72,28,39213.36,39213.36,0.0,None,39213.36,0.0,Reconciled
GST-023225,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,121080.8,18,21794.54,21794.54,0.0,None,21794.54,0.0,Reconciled
GST-023226,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,224221.1,28,62781.91,61542.88,-1239.03,Short in 2B,61542.88,1239.03,Mismatch
GST-023227,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,193003.69,18,34740.66,34740.66,0.0,None,34740.66,0.0,Reconciled
GST-023228,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,187604.45,18,33768.8,35255.64,1486.84,Excess in 2B,33768.8,0.0,Mismatch
GST-023229,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,44722.86,28,12522.4,12522.4,0.0,None,12522.4,0.0,Reconciled
GST-023230,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,178439.79,18,32119.16,32119.16,0.0,None,32119.16,0.0,Reconciled
GST-023231,2024-03,Mar-2024,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2024-03-01,47702.6,12,5724.31,5724.31,0.0,None,5724.31,0.0,Reconciled
GST-023232,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,59384.3,5,2969.22,2151.71,-817.51,Short in 2B,2151.71,817.51,Mismatch
GST-023233,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,163880.79,18,29498.54,29498.54,0.0,None,29498.54,0.0,Reconciled
GST-023234,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,65830.72,12,7899.69,7899.69,0.0,None,7899.69,0.0,Reconciled
GST-023235,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,71916.03,18,12944.89,12944.89,0.0,None,12944.89,0.0,Reconciled
GST-023236,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,76704.51,28,21477.26,21477.26,0.0,None,21477.26,0.0,Reconciled
GST-023237,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,134128.58,18,24143.14,24143.14,0.0,None,24143.14,0.0,Reconciled
GST-023238,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,56985.76,5,2849.29,248.28,-2601.01,Short in 2B,248.28,2601.01,Mismatch
GST-023239,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,49313.97,12,5917.68,5917.68,0.0,None,5917.68,0.0,Reconciled
GST-023240,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,174204.69,18,31356.84,31356.84,0.0,None,31356.84,0.0,Reconciled
GST-023241,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,104558.62,5,5227.93,5227.93,0.0,None,5227.93,0.0,Reconciled
GST-023242,2024-03,Mar-2024,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2024-03-01,244477.96,28,68453.83,68453.83,0.0,None,68453.83,0.0,Reconciled
GST-023243,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,249218.06,28,69781.06,69781.06,0.0,None,69781.06,0.0,Reconciled
GST-023244,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,236584.49,28,66243.66,66243.66,0.0,None,66243.66,0.0,Reconciled
GST-023245,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,234677.76,5,11733.89,11733.89,0.0,None,11733.89,0.0,Reconciled
GST-023246,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,158572.43,28,44400.28,44400.28,0.0,None,44400.28,0.0,Reconciled
GST-023247,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,162224.13,12,19466.9,19466.9,0.0,None,19466.9,0.0,Reconciled
GST-023248,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,143977.81,12,17277.34,17277.34,0.0,None,17277.34,0.0,Reconciled
GST-023249,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,119529.29,12,14343.51,14343.51,0.0,None,14343.51,0.0,Reconciled
GST-023250,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,220793.5,12,26495.22,26495.22,0.0,None,26495.22,0.0,Reconciled
GST-023251,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,35794.42,5,1789.72,-5059.29,-6849.01,Short in 2B,-5059.29,6849.01,Mismatch
GST-023252,2024-03,Mar-2024,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2024-03-01,133713.94,5,6685.7,8761.12,2075.42,Excess in 2B,6685.7,0.0,Mismatch
