snapshot_date,sku,product_name,category,warehouse,current_stock_kg,avg_daily_sales,days_no_movement,last_sale_date,lead_time_days,safety_stock,reorder_point,ideal_stock,needs_reorder,unit_cost_inr,total_value_inr,monthly_holding_cost,aging_bucket,is_dead_stock,health_score,supplier
2024-02-01,RM009,Vitamin Premix,Ingredient,Mumbai WH,207,14.26,41,2023-12-22,17,121,363,427,1,1800,372600,7452.0,Slow (31-60d),0,6.9,SUP-07
2024-02-01,RM009,Vitamin Premix,Ingredient,Pune WH,295,14.62,39,2023-12-24,21,153,460,438,1,1800,531000,10620.0,Slow (31-60d),0,1.8,SUP-08
2024-02-01,RM010,Packaging Material,Packaging,Bangalore WH,386,65.33,15,2024-01-17,18,588,1764,1960,1,180,69480,1389.6,Active (0-30d),0,45.6,SUP-08
2024-02-01,RM010,Packaging Material,Packaging,Delhi WH,432,63.13,38,2023-12-25,11,347,1041,1893,1,180,77760,1555.2,Slow (31-60d),0,31.1,SUP-03
2024-02-01,RM010,Packaging Material,Packaging,Mumbai WH,230,69.7,22,2024-01-10,24,836,2508,2091,1,180,41400,828.0,Active (0-30d),0,83.2,SUP-10
2024-02-01,RM010,Packaging Material,Packaging,Pune WH,125,40.79,27,2024-01-05,11,224,672,1223,1,180,22500,450.0,Active (0-30d),0,88.1,SUP-06
2024-02-01,SP001,Soy Isolate 500g,Finished Good,Bangalore WH,279,1.56,55,2023-12-08,22,17,51,46,0,950,265050,5301.0,Slow (31-60d),0,0.0,SUP-01
2024-02-01,SP001,Soy Isolate 500g,Finished Good,Delhi WH,738,1.95,160,2023-08-25,19,18,54,58,0,950,701100,14022.0,Dead (90+d),1,0.0,SUP-10
2024-02-01,SP001,Soy Isolate 500g,Finished Good,Mumbai WH,237,1.46,39,2023-12-24,23,16,49,43,0,950,225150,4503.0,Slow (31-60d),0,0.0,SUP-06
2024-02-01,SP001,Soy Isolate 500g,Finished Good,Pune WH,705,2.89,32,2023-12-31,22,31,94,86,0,950,669750,13395.0,Slow (31-60d),0,0.0,SUP-07
2024-02-01,WP001,Whey Protein 1kg,Finished Good,Bangalore WH,199,40.39,1,2024-01-31,21,424,1272,1211,1,1800,358200,7164.0,Active (0-30d),0,60.3,SUP-11
2024-02-01,WP001,Whey Protein 1kg,Finished Good,Delhi WH,281,36.44,16,2024-01-16,23,419,1257,1093,1,1800,505800,10116.0,Active (0-30d),0,33.4,SUP-09
2024-02-01,WP001,Whey Protein 1kg,Finished Good,Mumbai WH,498,43.17,43,2023-12-20,20,431,1294,1295,1,1800,896400,17928.0,Slow (31-60d),0,11.6,SUP-11
2024-02-01,WP001,Whey Protein 1kg,Finished Good,Pune WH,458,39.44,2,2024-01-30,11,216,649,1183,1,1800,824400,16488.0,Active (0-30d),0,25.1,SUP-04
2024-02-01,WP002,Whey Protein 2kg,Finished Good,Bangalore WH,536,29.33,25,2024-01-07,16,234,703,879,1,3200,1715200,34304.0,Active (0-30d),0,8.1,SUP-10
2024-02-01,WP002,Whey Protein 2kg,Finished Good,Delhi WH,372,26.84,39,2023-12-24,9,120,361,805,0,3200,1190400,23808.0,Slow (31-60d),0,8.6,SUP-03
2024-02-01,WP002,Whey Protein 2kg,Finished Good,Mumbai WH,570,23.38,12,2024-01-20,18,210,630,701,1,3200,1824000,36480.0,Active (0-30d),0,8.3,SUP-08
2024-02-01,WP002,Whey Protein 2kg,Finished Good,Pune WH,135,2.71,198,2023-07-18,13,17,52,81,0,3200,432000,8640.0,Dead (90+d),1,0.0,SUP-02
2024-03-01,BC001,BCAA 300g,Finished Good,Bangalore WH,95,35.24,38,2024-01-23,11,193,580,1057,1,1200,114000,2280.0,Slow (31-60d),0,87.3,SUP-09
2024-03-01,BC001,BCAA 300g,Finished Good,Delhi WH,575,22.45,35,2024-01-26,14,157,471,673,0,1200,690000,13800.0,Slow (31-60d),0,0.0,SUP-10
2024-03-01,BC001,BCAA 300g,Finished Good,Mumbai WH,168,28.21,0,2024-03-01,12,169,507,846,1,1200,201600,4032.0,Active (0-30d),0,50.1,SUP-07
2024-03-01,BC001,BCAA 300g,Finished Good,Pune WH,104,24.29,10,2024-02-20,8,97,291,728,1,1200,124800,2496.0,Active (0-30d),0,66.1,SUP-08
2024-03-01,CB001,Casein Blend 1kg,Finished Good,Bangalore WH,148,12.65,26,2024-02-04,18,113,340,379,1,1600,236800,4736.0,Active (0-30d),0,16.8,SUP-09
2024-03-01,CB001,Casein Blend 1kg,Finished Good,Delhi WH,348,19.6,11,2024-02-19,10,97,292,587,0,1600,556800,11136.0,Active (0-30d),0,13.2,SUP-05
2024-03-01,CB001,Casein Blend 1kg,Finished Good,Mumbai WH,462,16.47,5,2024-02-25,9,74,222,494,0,1600,739200,14784.0,Active (0-30d),0,9.0,SUP-02
2024-03-01,CB001,Casein Blend 1kg,Finished Good,Pune WH,149,15.28,36,2024-01-25,9,68,205,458,1,1600,238400,4768.0,Slow (31-60d),0,18.6,SUP-06
2024-03-01,CL001,Collagen Peptides 250g,Finished Good,Bangalore WH,552,27.98,4,2024-02-26,12,167,502,839,0,1450,800400,16008.0,Active (0-30d),0,13.8,SUP-04
2024-03-01,CL001,Collagen Peptides 250g,Finished Good,Delhi WH,396,2.47,91,2023-12-01,13,16,48,73,0,1450,574200,11484.0,Dead (90+d),1,0.0,SUP-05
2024-03-01,CL001,Collagen Peptides 250g,Finished Good,Mumbai WH,442,20.68,29,2024-02-01,17,175,526,620,1,1450,640900,12818.0,Active (0-30d),0,4.3,SUP-07
2024-03-01,CL001,Collagen Peptides 250g,Finished Good,Pune WH,556,25.51,1,2024-02-29,15,191,573,765,1,1450,806200,16124.0,Active (0-30d),0,13.4,SUP-09
2024-03-01,CR001,Creatine Monohydrate,Finished Good,Bangalore WH,40,23.16,42,2024-01-19,15,173,520,694,1,800,32000,640.0,Slow (31-60d),0,86.0,SUP-06
2024-03-01,CR001,Creatine Monohydrate,Finished Good,Delhi WH,291,25.66,34,2024-01-27,18,230,691,769,1,800,232800,4656.0,Slow (31-60d),0,15.0,SUP-03
2024-03-01,CR001,Creatine Monohydrate,Finished Good,Mumbai WH,221,31.74,23,2024-02-07,23,365,1095,952,1,800,176800,3536.0,Active (0-30d),0,35.2,SUP-07
2024-03-01,CR001,Creatine Monohydrate,Finished Good,Pune WH,302,2.85,142,2023-10-11,12,17,51,85,0,800,241600,4832.0,Dead (90+d),1,0.0,SUP-03
2024-03-01,EW001,Egg White Protein 1kg,Finished Good,Bangalore WH,374,2.17,103,2023-11-19,13,14,42,65,0,1900,710600,14212.0,Dead (90+d),1,0.0,SUP-04
2024-03-01,EW001,Egg White Protein 1kg,Finished Good,Delhi WH,547,1.71,157,2023-09-26,24,20,61,51,0,1900,1039300,20786.0,Dead (90+d),1,0.0,SUP-04
2024-03-01,EW001,Egg White Protein 1kg,Finished Good,Mumbai WH,600,0.78,118,2023-11-04,22,8,25,23,0,1900,1140000,22800.0,Dead (90+d),1,0.0,SUP-09
2024-03-01,EW001,Egg White Protein 1kg,Finished Good,Pune WH,139,1.12,89,2023-12-03,24,13,39,33,0,1900,264100,5282.0,Very Slow (61-90d),0,0.0,SUP-07
2024-03-01,MG001,Mass Gainer 3kg,Finished Good,Bangalore WH,485,1.08,193,2023-08-21,24,13,39,32,0,4200,2037000,40740.0,Dead (90+d),1,0.0,SUP-09
2024-03-01,MG001,Mass Gainer 3kg,Finished Good,Delhi WH,205,12.21,13,2024-02-17,13,79,237,366,1,4200,861000,17220.0,Active (0-30d),0,13.4,SUP-08
2024-03-01,MG001,Mass Gainer 3kg,Finished Good,Mumbai WH,98,14.27,32,2024-01-29,17,121,363,427,1,4200,411600,8232.0,Slow (31-60d),0,32.6,SUP-01
2024-03-01,MG001,Mass Gainer 3kg,Finished Good,Pune WH,36,10.12,18,2024-02-12,11,55,166,303,1,4200,151200,3024.0,Active (0-30d),0,76.0,SUP-02
2024-03-01,PP001,Plant Protein 1kg,Finished Good,Bangalore WH,234,38.79,1,2024-02-29,9,174,523,1163,1,1750,409500,8190.0,Active (0-30d),0,49.2,SUP-10
2024-03-01,PP001,Plant Protein 1kg,Finished Good,Delhi WH,370,43.93,41,2024-01-20,23,505,1515,1317,1,1750,647500,12950.0,Slow (31-60d),0,21.9,SUP-03
2024-03-01,PP001,Plant Protein 1kg,Finished Good,Mumbai WH,375,38.88,10,2024-02-20,9,174,523,1166,1,1750,656250,13125.0,Active (0-30d),0,27.7,SUP-06
2024-03-01,PP001,Plant Protein 1kg,Finished Good,Pune WH,353,25.16,24,2024-02-06,24,301,904,754,1,1750,617750,12355.0,Active (0-30d),0,13.3,SUP-09
2024-03-01,RM001,Whey Concentrate WPC,Raw Material,Bangalore WH,562,48.8,23,2024-02-07,23,561,1683,1464,1,850,477700,9554.0,Active (0-30d),0,18.3,SUP-08
2024-03-01,RM001,Whey Concentrate WPC,Raw Material,Delhi WH,482,72.69,44,2024-01-17,13,472,1416,2180,1,850,409700,8194.0,Slow (31-60d),0,30.5,SUP-10
2024-03-01,RM001,Whey Concentrate WPC,Raw Material,Mumbai WH,122,68.02,32,2024-01-29,19,646,1938,2040,1,850,103700,2074.0,Slow (31-60d),0,89.3,SUP-02
2024-03-01,RM001,Whey Concentrate WPC,Raw Material,Pune WH,439,75.98,23,2024-02-07,24,911,2734,2279,1,850,373150,7463.0,Active (0-30d),0,44.1,SUP-02
2024-03-01,RM002,Casein Powder,Raw Material,Bangalore WH,452,22.13,38,2024-01-23,18,199,597,663,1,920,415840,8316.8,Slow (31-60d),0,2.0,SUP-11
2024-03-01,RM002,Casein Powder,Raw Material,Delhi WH,201,22.37,41,2024-01-20,9,100,301,671,1,920,184920,3698.4,Slow (31-60d),0,19.6,SUP-11
2024-03-01,RM002,Casein Powder,Raw Material,Mumbai WH,56,21.91,25,2024-02-05,14,153,459,657,1,920,51520,1030.4,Active (0-30d),0,91.7,SUP-04
2024-03-01,RM002,Casein Powder,Raw Material,Pune WH,482,2.25,91,2023-12-01,21,23,70,67,0,920,443440,8868.8,Dead (90+d),1,0.0,SUP-04
2024-03-01,RM003,Soy Protein Isolate,Raw Material,Bangalore WH,611,3.69,171,2023-09-12,9,16,49,110,0,780,476580,9531.6,Dead (90+d),1,0.0,SUP-11
2024-03-01,RM003,Soy Protein Isolate,Raw Material,Delhi WH,755,4.83,152,2023-10-01,24,57,172,144,0,780,588900,11778.0,Dead (90+d),1,0.0,SUP-07
2024-03-01,RM003,Soy Protein Isolate,Raw Material,Mumbai WH,437,2.0,79,2023-12-13,17,17,51,60,0,780,340860,6817.2,Very Slow (61-90d),0,0.0,SUP-08
2024-03-01,RM003,Soy Protein Isolate,Raw Material,Pune WH,752,0.39,167,2023-09-16,17,3,9,11,0,780,586560,11731.2,Dead (90+d),1,0.0,SUP-07
2024-03-01,RM004,BCAA Powder Bulk,Raw Material,Bangalore WH,390,13.2,34,2024-01-27,7,46,138,396,0,1100,429000,8580.0,Slow (31-60d),0,0.0,SUP-08
2024-03-01,RM004,BCAA Powder Bulk,Raw Material,Delhi WH,170,2.22,161,2023-09-22,15,16,49,66,0,1100,187000,3740.0,Dead (90+d),1,0.0,SUP-09
2024-03-01,RM004,BCAA Powder Bulk,Raw Material,Mumbai WH,40,20.41,9,2024-02-21,18,183,550,612,1,1100,44000,880.0,Active (0-30d),0,97.0,SUP-02
2024-03-01,RM004,BCAA Powder Bulk,Raw Material,Pune WH,262,21.63,16,2024-02-14,20,216,648,649,1,1100,288200,5764.0,Active (0-30d),0,19.3,SUP-03
2024-03-01,RM005,Collagen Hydrolysate,Raw Material,Bangalore WH,420,1.41,117,2023-11-05,11,7,22,42,0,650,273000,5460.0,Dead (90+d),1,0.0,SUP-08
2024-03-01,RM005,Collagen Hydrolysate,Raw Material,Delhi WH,529,1.33,164,2023-09-19,23,15,45,39,0,650,343850,6877.0,Dead (90+d),1,0.0,SUP-06
2024-03-01,RM005,Collagen Hydrolysate,Raw Material,Mumbai WH,445,2.72,129,2023-10-24,21,28,85,81,0,650,289250,5785.0,Dead (90+d),1,0.0,SUP-07
2024-03-01,RM005,Collagen Hydrolysate,Raw Material,Pune WH,329,3.35,131,2023-10-22,17,28,84,100,0,650,213850,4277.0,Dead (90+d),1,0.0,SUP-06
2024-03-01,RM006,Maltodextrin,Raw Material,Bangalore WH,135,50.24,28,2024-02-02,20,502,1506,1507,1,120,16200,324.0,Active (0-30d),0,90.7,SUP-02
2024-03-01,RM006,Maltodextrin,Raw Material,Delhi WH,399,37.66,6,2024-02-24,16,301,903,1129,1,120,47880,957.6,Active (0-30d),0,26.2,SUP-03
2024-03-01,RM006,Maltodextrin,Raw Material,Mumbai WH,43,50.1,0,2024-03-01,17,425,1276,1502,1,120,5160,103.2,Active (0-30d),0,100.0,SUP-08
2024-03-01,RM006,Maltodextrin,Raw Material,Pune WH,299,39.92,7,2024-02-23,14,279,837,1197,1,120,35880,717.6,Active (0-30d),0,37.6,SUP-04
2024-03-01,RM007,Natural Flavors,Ingredient,Bangalore WH,239,1.05,132,2023-10-21,24,12,37,31,0,2200,525800,10516.0,Dead (90+d),1,0.0,SUP-06
2024-03-01,RM007,Natural Flavors,Ingredient,Delhi WH,112,1.16,55,2024-01-06,14,8,24,34,0,2200,246400,4928.0,Slow (31-60d),0,0.0,SUP-07
2024-03-01,RM007,Natural Flavors,Ingredient,Mumbai WH,524,2.65,129,2023-10-24,14,18,55,79,0,2200,1152800,23056.0,Dead (90+d),1,0.0,SUP-07
2024-03-01,RM007,Natural Flavors,Ingredient,Pune WH,693,1.74,137,2023-10-16,11,9,28,52,0,2200,1524600,30492.0,Dead (90+d),1,0.0,SUP-03
2024-03-01,RM008,Sucralose,Ingredient,Bangalore WH,452,1.25,87,2023-12-05,15,9,27,37,0,3400,1536800,30736.0,Very Slow (61-90d),0,0.0,SUP-10
2024-03-01,RM008,Sucralose,Ingredient,Delhi WH,520,1.5,36,2024-01-25,8,5,16,44,0,3400,1768000,35360.0,Slow (31-60d),0,0.0,SUP-10
2024-03-01,RM008,Sucralose,Ingredient,Mumbai WH,784,1.07,140,2023-10-13,22,11,34,32,0,3400,2665600,53312.0,Dead (90+d),1,0.0,SUP-11
2024-03-01,RM008,Sucralose,Ingredient,Pune WH,639,1.34,137,2023-10-16,21,14,42,40,0,3400,2172600,43452.0,Dead (90+d),1,0.0,SUP-11
2024-03-01,RM009,Vitamin Premix,Ingredient,Bangalore WH,478,8.77,1,2024-02-29,14,61,183,262,0,1800,860400,17208.0,Active (0-30d),0,0.0,SUP-11
2024-03-01,RM009,Vitamin Premix,Ingredient,Delhi WH,413,14.53,18,2024-02-12,15,108,325,435,0,1800,743400,14868.0,Active (0-30d),0,4.5,SUP-02
2024-03-01,RM009,Vitamin Premix,Ingredient,Mumbai WH,93,12.36,3,2024-02-27,21,129,388,370,1,1800,167400,3348.0,Active (0-30d),0,38.4,SUP-01
2024-03-01,RM009,Vitamin Premix,Ingredient,Pune WH,241,1.51,186,2023-08-28,16,12,36,45,0,1800,433800,8676.0,Dead (90+d),1,0.0,SUP-02
2024-03-01,RM010,Packaging Material,Packaging,Bangalore WH,519,53.17,32,2024-01-29,23,611,1833,1594,1,180,93420,1868.4,Slow (31-60d),0,20.0,SUP-08
2024-03-01,RM010,Packaging Material,Packaging,Delhi WH,255,65.03,39,2024-01-22,7,227,682,1950,1,180,45900,918.0,Slow (31-60d),0,63.2,SUP-11
2024-03-01,RM010,Packaging Material,Packaging,Mumbai WH,255,46.94,7,2024-02-23,21,492,1477,1408,1,180,45900,918.0,Active (0-30d),0,52.7,SUP-06
2024-03-01,RM010,Packaging Material,Packaging,Pune WH,588,53.42,41,2024-01-20,9,240,720,1602,1,180,105840,2116.8,Slow (31-60d),0,13.5,SUP-02
2024-03-01,SP001,Soy Isolate 500g,Finished Good,Bangalore WH,736,2.29,160,2023-09-23,11,12,37,68,0,950,699200,13984.0,Dead (90+d),1,0.0,SUP-08
2024-03-01,SP001,Soy Isolate 500g,Finished Good,Delhi WH,420,0.2,111,2023-11-11,13,1,3,6,0,950,399000,7980.0,Dead (90+d),1,0.0,SUP-09
2024-03-01,SP001,Soy Isolate 500g,Finished Good,Mumbai WH,372,1.21,30,2024-01-31,18,10,31,36,0,950,353400,7068.0,Active (0-30d),0,0.0,SUP-09
2024-03-01,SP001,Soy Isolate 500g,Finished Good,Pune WH,153,1.01,45,2024-01-16,19,9,28,30,0,950,145350,2907.0,Slow (31-60d),0,0.0,SUP-10
2024-03-01,WP001,Whey Protein 1kg,Finished Good,Bangalore WH,441,56.25,1,2024-02-29,12,337,1012,1687,1,1800,793800,15876.0,Active (0-30d),0,37.8,SUP-10
2024-03-01,WP001,Whey Protein 1kg,Finished Good,Delhi WH,136,56.12,29,2024-02-01,7,196,588,1683,1,1800,244800,4896.0,Active (0-30d),0,90.3,SUP-10
2024-03-01,WP001,Whey Protein 1kg,Finished Good,Mumbai WH,288,49.57,27,2024-02-03,17,421,1263,1487,1,1800,518400,10368.0,Active (0-30d),0,42.5,SUP-02
2024-03-01,WP001,Whey Protein 1kg,Finished Good,Pune WH,235,47.33,17,2024-02-13,16,378,1135,1419,1,1800,423000,8460.0,Active (0-30d),0,54.5,SUP-01
2024-03-01,WP002,Whey Protein 2kg,Finished Good,Bangalore WH,252,32.67,9,2024-02-21,21,343,1029,980,1,3200,806400,16128.0,Active (0-30d),0,35.7,SUP-04
2024-03-01,WP002,Whey Protein 2kg,Finished Good,Delhi WH,118,28.72,13,2024-02-17,13,186,559,861,1,3200,377600,7552.0,Active (0-30d),0,68.1,SUP-08
2024-03-01,WP002,Whey Protein 2kg,Finished Good,Mumbai WH,465,23.81,28,2024-02-02,12,142,427,714,0,3200,1488000,29760.0,Active (0-30d),0,6.0,SUP-10
2024-03-01,WP002,Whey Protein 2kg,Finished Good,Pune WH,245,21.7,33,2024-01-28,16,173,520,651,1,3200,784000,15680.0,Slow (31-60d),0,15.5,SUP-08
2024-04-01,BC001,BCAA 300g,Finished Good,Bangalore WH,408,3.05,188,2023-09-26,21,32,96,91,0,1200,489600,9792.0,Dead (90+d),1,0.0,SUP-07
2024-04-01,BC001,BCAA 300g,Finished Good,Delhi WH,104,35.9,44,2024-02-17,17,305,915,1076,1,1200,124800,2496.0,Slow (31-60d),0,85.3,SUP-06
2024-04-01,BC001,BCAA 300g,Finished Good,Mumbai WH,42,31.91,7,2024-03-25,19,303,909,957,1,1200,50400,1008.0,Active (0-30d),0,97.7,SUP-07
2024-04-01,BC001,BCAA 300g,Finished Good,Pune WH,441,31.03,31,2024-03-01,11,170,511,930,1,1200,529200,10584.0,Slow (31-60d),0,10.7,SUP-07
2024-04-01,CB001,Casein Blend 1kg,Finished Good,Bangalore WH,434,21.5,37,2024-02-24,22,236,709,645,1,1600,694400,13888.0,Slow (31-60d),0,2.5,SUP-07
2024-04-01,CB001,Casein Blend 1kg,Finished Good,Delhi WH,137,22.32,3,2024-03-29,9,100,300,669,1,1600,219200,4384.0,Active (0-30d),0,47.5,SUP-04
2024-04-01,CB001,Casein Blend 1kg,Finished Good,Mumbai WH,72,13.62,25,2024-03-07,7,47,142,408,1,1600,115200,2304.0,Active (0-30d),0,47.6,SUP-08
2024-04-01,CB001,Casein Blend 1kg,Finished Good,Pune WH,41,23.18,28,2024-03-04,13,150,451,695,1,1600,65600,1312.0,Active (0-30d),0,90.7,SUP-07
2024-04-01,CL001,Collagen Peptides 250g,Finished Good,Bangalore WH,595,23.1,28,2024-03-04,22,254,762,692,1,1450,862750,17255.0,Active (0-30d),0,2.3,SUP-03
2024-04-01,CL001,Collagen Peptides 250g,Finished Good,Delhi WH,223,19.75,26,2024-03-06,16,157,472,592,1,1450,323350,6467.0,Active (0-30d),0,17.8,SUP-01
2024-04-01,CL001,Collagen Peptides 250g,Finished Good,Mumbai WH,401,20.86,7,2024-03-25,20,208,625,625,1,1450,581450,11629.0,Active (0-30d),0,13.2,SUP-01
2024-04-01,CL001,Collagen Peptides 250g,Finished Good,Pune WH,395,19.55,7,2024-03-25,15,146,439,586,1,1450,572750,11455.0,Active (0-30d),0,12.5,SUP-04
2024-04-01,CR001,Creatine Monohydrate,Finished Good,Bangalore WH,342,22.9,17,2024-03-15,21,240,720,686,1,800,273600,5472.0,Active (0-30d),0,14.4,SUP-06
2024-04-01,CR001,Creatine Monohydrate,Finished Good,Delhi WH,376,19.26,16,2024-03-16,14,134,403,577,1,800,300800,6016.0,Active (0-30d),0,10.0,SUP-03
2024-04-01,CR001,Creatine Monohydrate,Finished Good,Mumbai WH,286,29.45,37,2024-02-24,21,309,927,883,1,800,228800,4576.0,Slow (31-60d),0,18.4,SUP-02
2024-04-01,CR001,Creatine Monohydrate,Finished Good,Pune WH,219,24.89,17,2024-03-15,23,286,858,746,1,800,175200,3504.0,Active (0-30d),0,28.3,SUP-01
2024-04-01,EW001,Egg White Protein 1kg,Finished Good,Bangalore WH,241,0.19,128,2023-11-25,11,1,3,5,0,1900,457900,9158.0,Dead (90+d),1,0.0,SUP-02
2024-04-01,EW001,Egg White Protein 1kg,Finished Good,Delhi WH,698,0.83,87,2024-01-05,20,8,24,24,0,1900,1326200,26524.0,Very Slow (61-90d),0,0.0,SUP-06
2024-04-01,EW001,Egg White Protein 1kg,Finished Good,Mumbai WH,745,1.53,150,2023-11-03,11,8,24,45,0,1900,1415500,28310.0,Dead (90+d),1,0.0,SUP-07
2024-04-01,EW001,Egg White Protein 1kg,Finished Good,Pune WH,211,1.72,104,2023-12-19,18,15,45,51,0,1900,400900,8018.0,Dead (90+d),1,0.0,SUP-02
2024-04-01,MG001,Mass Gainer 3kg,Finished Good,Bangalore WH,63,14.76,43,2024-02-18,9,66,198,442,1,4200,264600,5292.0,Slow (31-60d),0,54.8,SUP-04
2024-04-01,MG001,Mass Gainer 3kg,Finished Good,Delhi WH,137,13.59,24,2024-03-08,8,54,162,407,1,4200,575400,11508.0,Active (0-30d),0,21.5,SUP-01
2024-04-01,MG001,Mass Gainer 3kg,Finished Good,Mumbai WH,261,0.91,112,2023-12-11,20,9,27,27,0,4200,1096200,21924.0,Dead (90+d),1,0.0,SUP-08
2024-04-01,MG001,Mass Gainer 3kg,Finished Good,Pune WH,531,14.53,17,2024-03-15,23,167,501,436,0,4200,2230200,44604.0,Active (0-30d),0,0.0,SUP-04
2024-04-01,PP001,Plant Protein 1kg,Finished Good,Bangalore WH,447,35.87,16,2024-03-16,24,430,1290,1076,1,1750,782250,15645.0,Active (0-30d),0,18.7,SUP-11
2024-04-01,PP001,Plant Protein 1kg,Finished Good,Delhi WH,252,44.35,33,2024-02-28,10,221,664,1330,1,1750,441000,8820.0,Slow (31-60d),0,41.6,SUP-09
2024-04-01,PP001,Plant Protein 1kg,Finished Good,Mumbai WH,586,43.84,38,2024-02-23,14,306,919,1315,1,1750,1025500,20510.0,Slow (31-60d),0,9.7,SUP-09
2024-04-01,PP001,Plant Protein 1kg,Finished Good,Pune WH,242,35.08,39,2024-02-22,18,315,946,1052,1,1750,423500,8470.0,Slow (31-60d),0,30.3,SUP-05
2024-04-01,RM001,Whey Concentrate WPC,Raw Material,Bangalore WH,113,44.88,6,2024-03-26,17,381,1143,1346,1,850,96050,1921.0,Active (0-30d),0,98.0,SUP-09
2024-04-01,RM001,Whey Concentrate WPC,Raw Material,Delhi WH,312,56.81,23,2024-03-09,16,454,1362,1704,1,850,265200,5304.0,Active (0-30d),0,46.8,SUP-01
2024-04-01,RM001,Whey Concentrate WPC,Raw Material,Mumbai WH,415,52.76,44,2024-02-17,7,184,553,1582,1,850,352750,7055.0,Slow (31-60d),0,23.4,SUP-01
2024-04-01,RM001,Whey Concentrate WPC,Raw Material,Pune WH,31,71.07,34,2024-02-27,19,675,2025,2132,1,850,26350,527.0,Slow (31-60d),0,88.7,SUP-07
2024-04-01,RM002,Casein Powder,Raw Material,Bangalore WH,215,21.63,10,2024-03-22,13,140,421,648,1,920,197800,3956.0,Active (0-30d),0,26.7,SUP-05
2024-04-01,RM002,Casein Powder,Raw Material,Delhi WH,147,25.26,12,2024-03-20,17,214,643,757,1,920,135240,2704.8,Active (0-30d),0,47.2,SUP-02
2024-04-01,RM002,Casein Powder,Raw Material,Mumbai WH,248,18.13,38,2024-02-23,8,72,217,543,0,920,228160,4563.2,Slow (31-60d),0,9.2,SUP-07
2024-04-01,RM002,Casein Powder,Raw Material,Pune WH,424,25.11,43,2024-02-18,14,175,526,753,1,920,390080,7801.6,Slow (31-60d),0,3.4,SUP-05
2024-04-01,RM003,Soy Protein Isolate,Raw Material,Bangalore WH,214,2.71,90,2024-01-02,7,9,27,81,0,780,166920,3338.4,Very Slow (61-90d),1,0.0,SUP-01
2024-04-01,RM003,Soy Protein Isolate,Raw Material,Delhi WH,718,3.57,136,2023-11-17,12,21,63,107,0,780,560040,11200.8,Dead (90+d),1,0.0,SUP-01
2024-04-01,RM003,Soy Protein Isolate,Raw Material,Mumbai WH,346,2.49,90,2024-01-02,12,14,43,74,0,780,269880,5397.6,Very Slow (61-90d),1,0.0,SUP-11
2024-04-01,RM003,Soy Protein Isolate,Raw Material,Pune WH,676,2.15,35,2024-02-26,7,7,22,64,0,780,527280,10545.6,Slow (31-60d),0,0.0,SUP-01
2024-04-01,RM004,BCAA Powder Bulk,Raw Material,Bangalore WH,528,16.96,24,2024-03-08,10,84,253,508,0,1100,580800,11616.0,Active (0-30d),0,0.8,SUP-04
2024-04-01,RM004,BCAA Powder Bulk,Raw Material,Delhi WH,420,15.66,28,2024-03-04,23,180,540,469,1,1100,462000,9240.0,Active (0-30d),0,1.8,SUP-06
2024-04-01,RM004,BCAA Powder Bulk,Raw Material,Mumbai WH,352,1.89,171,2023-10-13,15,14,42,56,0,1100,387200,7744.0,Dead (90+d),1,0.0,SUP-11
2024-04-01,RM004,BCAA Powder Bulk,Raw Material,Pune WH,25,18.65,20,2024-03-12,13,121,363,559,1,1100,27500,550.0,Active (0-30d),0,93.3,SUP-04
2024-04-01,RM005,Collagen Hydrolysate,Raw Material,Bangalore WH,128,1.26,115,2023-12-08,20,12,37,37,0,650,83200,1664.0,Dead (90+d),1,0.0,SUP-01
2024-04-01,RM005,Collagen Hydrolysate,Raw Material,Delhi WH,389,2.71,37,2024-02-24,7,9,27,81,0,650,252850,5057.0,Slow (31-60d),0,0.0,SUP-02
2024-04-01,RM005,Collagen Hydrolysate,Raw Material,Mumbai WH,210,1.51,43,2024-02-18,20,15,45,45,0,650,136500,2730.0,Slow (31-60d),0,0.0,SUP-08
2024-04-01,RM005,Collagen Hydrolysate,Raw Material,Pune WH,140,1.15,170,2023-10-14,20,11,33,34,0,650,91000,1820.0,Dead (90+d),1,0.0,SUP-08
2024-04-01,RM006,Maltodextrin,Raw Material,Bangalore WH,221,31.1,9,2024-03-23,18,279,838,932,1,120,26520,530.4,Active (0-30d),0,39.0,SUP-11
2024-04-01,RM006,Maltodextrin,Raw Material,Delhi WH,420,40.8,39,2024-02-22,17,346,1039,1224,1,120,50400,1008.0,Slow (31-60d),0,16.1,SUP-09
2024-04-01,RM006,Maltodextrin,Raw Material,Mumbai WH,338,37.37,29,2024-03-03,18,336,1008,1121,1,120,40560,811.2,Active (0-30d),0,23.4,SUP-11
2024-04-01,RM006,Maltodextrin,Raw Material,Pune WH,42,46.34,26,2024-03-06,12,278,834,1390,1,120,5040,100.8,Active (0-30d),0,91.3,SUP-01
2024-04-01,RM007,Natural Flavors,Ingredient,Bangalore WH,365,1.21,75,2024-01-17,17,10,30,36,0,2200,803000,16060.0,Very Slow (61-90d),0,0.0,SUP-10
2024-04-01,RM007,Natural Flavors,Ingredient,Delhi WH,100,1.78,131,2023-11-22,16,14,42,53,0,2200,220000,4400.0,Dead (90+d),1,0.0,SUP-01
