date,product,region,opening_cash,collections,payments,operating_cash_flow,capex,investments,investing_cash_flow,loans,dividends,financing_cash_flow,net_cash_flow,closing_cash
2025-10-12,Product_2,South,17971021,212888,178915,33973,-31483,6486,-24997,49385,-5228,44157,53133,18024154
2025-10-12,Product_2,East,18024154,190034,144242,45792,-29563,6866,-22697,-15641,-5660,-21301,1794,18025948
2025-10-12,Product_7,East,18025948,170321,62093,108228,-49498,-2053,-51551,20985,-174,20811,77488,18103436
2025-10-13,Product_7,South,18103436,167618,122598,45020,-17342,-7761,-25103,26622,-5604,21018,40935,18144371
2025-10-13,Product_7,West,18144371,216746,153103,63643,-5910,9072,3162,13717,-5425,8292,75097,18219468
2025-10-13,Product_3,West,18219468,202389,169525,32864,-21484,-15354,-36838,19713,-2400,17313,13339,18232807
2025-10-13,Product_10,West,18232807,132107,77563,54544,-10193,-4299,-14492,49072,-2502,46570,86622,18319429
2025-10-14,Product_8,West,18319429,208331,159280,49051,-43665,-4043,-47708,28127,-107,28020,29363,18348792
2025-10-14,Product_5,North,18348792,212698,150815,61883,-11229,-13123,-24352,13642,-5543,8099,45630,18394422
2025-10-14,Product_5,South,18394422,114875,69465,45410,-5559,-11692,-17251,45250,-4969,40281,68440,18462862
2025-10-14,Product_3,West,18462862,181350,76427,104923,-38276,-13893,-52169,-16561,-3928,-20489,32265,18495127
2025-10-15,Product_1,West,18495127,97300,120289,-22989,-22182,-15029,-37211,30912,-3275,27637,-32563,18462564
2025-10-15,Product_3,North,18462564,101424,158035,-56611,-49695,-3977,-53672,-16935,-3259,-20194,-130477,18332087
2025-10-15,Product_8,South,18332087,100927,94579,6348,-49871,-10968,-60839,20731,-5249,15482,-39009,18293078
2025-10-15,Product_9,East,18293078,203916,132302,71614,-27829,221,-27608,5102,-1665,3437,47443,18340521
2025-10-16,Product_3,West,18340521,213624,116627,96997,-19274,-7388,-26662,9250,-2808,6442,76777,18417298
2025-10-17,Product_3,South,18417298,125028,173141,-48113,-19669,-9477,-29146,25530,-8823,16707,-60552,18356746
2025-10-17,Product_9,South,18356746,159782,138382,21400,-42085,-2060,-44145,31357,-3955,27402,4657,18361403
2025-10-17,Product_10,East,18361403,217877,188256,29621,-34348,9260,-25088,30772,-2952,27820,32353,18393756
2025-10-18,Product_5,East,18393756,86630,184474,-97844,-38333,-4299,-42632,-5141,-4799,-9940,-150416,18243340
2025-10-19,Product_6,North,18243340,95021,124361,-29340,-6245,-11757,-18002,-9645,-537,-10182,-57524,18185816
2025-10-19,Product_5,North,18185816,240786,77198,163588,-6415,-8970,-15385,-18348,-4062,-22410,125793,18311609
2025-10-19,Product_5,East,18311609,203743,159855,43888,-18584,6783,-11801,-10529,-6163,-16692,15395,18327004
2025-10-20,Product_8,South,18327004,202323,177969,24354,-22920,-13799,-36719,28348,-2770,25578,13213,18340217
2025-10-20,Product_8,South,18340217,132587,109713,22874,-31997,1101,-30896,20391,-7187,13204,5182,18345399
2025-10-20,Product_6,South,18345399,246020,160264,85756,-42921,-12965,-55886,8460,-3270,5190,35060,18380459
2025-10-20,Product_7,East,18380459,171725,118445,53280,-20531,-3328,-23859,34816,-7979,26837,56258,18436717
2025-10-21,Product_5,East,18436717,93731,137830,-44099,-25719,-5726,-31445,29116,-6679,22437,-53107,18383610
2025-10-21,Product_6,South,18383610,94551,153287,-58736,-29278,5653,-23625,-4859,-2377,-7236,-89597,18294013
2025-10-21,Product_6,West,18294013,200288,173535,26753,-16698,-9429,-26127,-17635,-5055,-22690,-22064,18271949
2025-10-21,Product_7,North,18271949,213021,109396,103625,-47800,4179,-43621,24387,-124,24263,84267,18356216
2025-10-22,Product_2,West,18356216,122595,93298,29297,-45617,-13071,-58688,-5544,-4756,-10300,-39691,18316525
2025-10-23,Product_5,North,18316525,167381,69228,98153,-26686,-8080,-34766,-12568,-6189,-18757,44630,18361155
2025-10-23,Product_8,East,18361155,201764,119099,82665,-26224,-1987,-28211,1446,-762,684,55138,18416293
2025-10-24,Product_10,West,18416293,182261,155739,26522,-5557,-15379,-20936,27700,-839,26861,32447,18448740
2025-10-24,Product_3,West,18448740,220668,117500,103168,-11998,-9871,-21869,43394,-510,42884,124183,18572923
2025-10-25,Product_2,North,18572923,206794,130202,76592,-13906,1818,-12088,23246,-6446,16800,81304,18654227
2025-10-26,Product_1,North,18654227,110552,107037,3515,-21206,-17937,-39143,23563,-1977,21586,-14042,18640185
2025-10-26,Product_8,South,18640185,105816,152479,-46663,-31819,-8259,-40078,-11202,-8759,-19961,-106702,18533483
2025-10-26,Product_7,West,18533483,209544,69415,140129,-16085,-4992,-21077,-1548,-7478,-9026,110026,18643509
2025-10-27,Product_9,South,18643509,190205,78170,112035,-21259,2099,-19160,-10351,-8269,-18620,74255,18717764
2025-10-27,Product_8,West,18717764,154280,166777,-12497,-37305,5857,-31448,-9015,-4861,-13876,-57821,18659943
2025-10-27,Product_1,North,18659943,114364,142399,-28035,-36499,-304,-36803,22923,-7919,15004,-49834,18610109
2025-10-27,Product_9,East,18610109,165818,131160,34658,-38706,-11824,-50530,13529,-7254,6275,-9597,18600512
2025-10-28,Product_6,North,18600512,197373,104859,92514,-45076,323,-44753,-13979,-6437,-20416,27345,18627857
2025-10-28,Product_2,South,18627857,130355,173415,-43060,-49732,-11289,-61021,43079,-7904,35175,-68906,18558951
2025-10-29,Product_4,West,18558951,83093,84918,-1825,-12207,9868,-2339,38806,-9394,29412,25248,18584199
2025-10-29,Product_6,North,18584199,172510,153708,18802,-37283,-5159,-42442,-6720,-3535,-10255,-33895,18550304
2025-10-30,Product_7,West,18550304,236837,193412,43425,-31179,7873,-23306,18057,-597,17460,37579,18587883
2025-10-30,Product_5,West,18587883,95025,67145,27880,-40670,3029,-37641,21723,-7694,14029,4268,18592151
2025-10-31,Product_9,East,18592151,142040,168668,-26628,-7160,-6732,-13892,44648,-5878,38770,-1750,18590401
2025-10-31,Product_6,South,18590401,246762,117923,128839,-41572,1262,-40310,47904,-8093,39811,128340,18718741
2025-10-31,Product_4,North,18718741,85608,105667,-20059,-27485,-10708,-38193,-10138,-5531,-15669,-73921,18644820
2025-11-01,Product_9,North,18644820,195063,154218,40845,-33415,-677,-34092,33214,-1613,31601,38354,18683174
2025-11-02,Product_2,North,18683174,85695,118499,-32804,-28382,-5765,-34147,42223,-2366,39857,-27094,18656080
2025-11-02,Product_5,North,18656080,86764,173831,-87067,-36923,5657,-31266,-3708,-1614,-5322,-123655,18532425
2025-11-02,Product_1,North,18532425,234318,187521,46797,-36688,7962,-28726,9764,-5733,4031,22102,18554527
2025-11-03,Product_1,North,18554527,173778,190016,-16238,-42132,-7731,-49863,-2139,-4960,-7099,-73200,18481327
2025-11-03,Product_3,East,18481327,233650,166034,67616,-22883,9782,-13101,36387,-595,35792,90307,18571634
2025-11-03,Product_3,South,18571634,146266,60056,86210,-36457,-17757,-54214,35031,-1701,33330,65326,18636960
2025-11-03,Product_7,West,18636960,160636,167697,-7061,-5947,505,-5442,-13447,-757,-14204,-26707,18610253
2025-11-04,Product_9,North,18610253,87273,124236,-36963,-15033,-16465,-31498,-1323,-1104,-2427,-70888,18539365
2025-11-04,Product_6,North,18539365,188352,155967,32385,-28453,-17689,-46142,29323,-7989,21334,7577,18546942
2025-11-04,Product_10,North,18546942,212957,61049,151908,-48271,-18839,-67110,46351,-3766,42585,127383,18674325
2025-11-05,Product_2,South,18674325,105037,87278,17759,-13272,-812,-14084,37183,-869,36314,39989,18714314
2025-11-05,Product_7,South,18714314,84694,118150,-33456,-6934,1556,-5378,44471,-703,43768,4934,18719248
2025-11-05,Product_8,East,18719248,231365,159468,71897,-38387,-12018,-50405,48602,-4872,43730,65222,18784470
2025-11-06,Product_2,North,18784470,216666,62460,154206,-11820,1930,-9890,-3809,-2711,-6520,137796,18922266
2025-11-06,Product_7,South,18922266,112175,77675,34500,-48158,-5970,-54128,5976,-2655,3321,-16307,18905959
2025-11-06,Product_2,East,18905959,144814,93593,51221,-46964,-8348,-55312,33365,-443,32922,28831,18934790
2025-11-07,Product_3,North,18934790,183700,157077,26623,-8465,-17289,-25754,31559,-8814,22745,23614,18958404
2025-11-07,Product_5,North,18958404,249587,87898,161689,-6919,-2698,-9617,42613,-4215,38398,190470,19148874
2025-11-07,Product_6,West,19148874,128478,119030,9448,-6999,-5151,-12150,32800,-5445,27355,24653,19173527
2025-11-07,Product_5,North,19173527,80246,91153,-10907,-10212,-16661,-26873,36238,-3010,33228,-4552,19168975
2025-11-08,Product_1,East,19168975,114607,112055,2552,-43973,-15605,-59578,-4710,-5767,-10477,-67503,19101472
2025-11-08,Product_7,West,19101472,218542,194913,23629,-42116,3005,-39111,-2224,-6060,-8284,-23766,19077706
2025-11-08,Product_1,South,19077706,215372,63338,152034,-10487,-16486,-26973,8804,-9915,-1111,123950,19201656
2025-11-08,Product_7,South,19201656,90547,148713,-58166,-7459,8768,1309,43146,-5273,37873,-18984,19182672
2025-11-09,Product_2,West,19182672,130460,142970,-12510,-43247,-4581,-47828,15577,-2921,12656,-47682,19134990
2025-11-09,Product_5,South,19134990,224535,100935,123600,-6469,7496,1027,38596,-7292,31304,155931,19290921
2025-11-09,Product_2,South,19290921,169062,115152,53910,-28465,6785,-21680,32576,-1091,31485,63715,19354636
2025-11-10,Product_10,East,19354636,211332,135992,75340,-27320,-6565,-33885,22145,-4370,17775,59230,19413866
2025-11-11,Product_8,North,19413866,203746,174780,28966,-26545,4016,-22529,40522,-9543,30979,37416,19451282
2025-11-11,Product_1,North,19451282,192099,164429,27670,-6924,-521,-7445,34333,-2538,31795,52020,19503302
2025-11-12,Product_5,West,19503302,206372,191378,14994,-27959,-15769,-43728,-7793,-6658,-14451,-43185,19460117
2025-11-13,Product_9,East,19460117,97256,93719,3537,-47017,-7064,-54081,10013,-4722,5291,-45253,19414864
2025-11-14,Product_5,North,19414864,90060,197727,-107667,-27574,-2845,-30419,-15970,-7859,-23829,-161915,19252949
2025-11-15,Product_9,South,19252949,209157,170234,38923,-41491,-13421,-54912,-15219,-4064,-19283,-35272,19217677
2025-11-15,Product_10,East,19217677,129294,81446,47848,-16043,-147,-16190,-2899,-642,-3541,28117,19245794
2025-11-16,Product_5,South,19245794,170481,112802,57679,-12549,-6603,-19152,5362,-949,4413,42940,19288734
2025-11-17,Product_10,North,19288734,195042,187922,7120,-31911,-2134,-34045,22607,-6994,15613,-11312,19277422
2025-11-18,Product_8,South,19277422,137771,114973,22798,-19690,-13661,-33351,37888,-4919,32969,22416,19299838
2025-11-18,Product_4,South,19299838,181131,127594,53537,-16519,-19270,-35789,-18168,-8600,-26768,-9020,19290818
2025-11-19,Product_3,East,19290818,149715,131835,17880,-12830,-8561,-21391,17570,-6057,11513,8002,19298820
2025-11-19,Product_8,East,19298820,118311,150245,-31934,-42651,3434,-39217,-4261,-666,-4927,-76078,19222742
2025-11-20,Product_2,North,19222742,196770,99470,97300,-14429,7028,-7401,28621,-158,28463,118362,19341104
2025-11-21,Product_5,North,19341104,177805,182202,-4397,-33391,4187,-29204,-17474,-8302,-25776,-59377,19281727
2025-11-21,Product_3,South,19281727,116051,75909,40142,-29146,-8198,-37344,8133,-2419,5714,8512,19290239
2025-11-21,Product_7,North,19290239,222350,171546,50804,-30551,1392,-29159,34399,-8914,25485,47130,19337369
2025-11-21,Product_5,North,19337369,169407,122513,46894,-35279,-5596,-40875,15198,-3510,11688,17707,19355076
2025-11-22,Product_5,West,19355076,82179,62019,20160,-20919,-297,-21216,-1296,-1646,-2942,-3998,19351078
2025-11-22,Product_4,South,19351078,153551,63420,90131,-21740,-12515,-34255,44559,-3081,41478,97354,19448432
2025-11-23,Product_4,North,19448432,127671,149342,-21671,-24171,593,-23578,35692,-9389,26303,-18946,19429486
2025-11-24,Product_2,North,19429486,124308,195669,-71361,-42304,-3291,-45595,13071,-5067,8004,-108952,19320534
2025-11-24,Product_4,North,19320534,242842,136762,106080,-40399,2775,-37624,37439,-2369,35070,103526,19424060
2025-11-24,Product_6,North,19424060,188806,162979,25827,-23047,-252,-23299,15109,-6656,8453,10981,19435041
2025-11-25,Product_10,West,19435041,154420,167447,-13027,-10950,-18640,-29590,1946,-8730,-6784,-49401,19385640
2025-11-26,Product_2,East,19385640,214997,199535,15462,-22412,8241,-14171,21552,-7119,14433,15724,19401364
2025-11-26,Product_6,East,19401364,151942,178065,-26123,-18965,-6267,-25232,33223,-1440,31783,-19572,19381792
2025-11-26,Product_9,North,19381792,166916,63188,103728,-30669,-17055,-47724,-13235,-2474,-15709,40295,19422087
2025-11-26,Product_4,West,19422087,90204,102120,-11916,-42367,2658,-39709,17081,-2218,14863,-36762,19385325
2025-11-27,Product_4,West,19385325,130304,125592,4712,-37911,-12782,-50693,46151,-8062,38089,-7892,19377433
2025-11-27,Product_7,North,19377433,118745,198056,-79311,-32579,5274,-27305,34933,-944,33989,-72627,19304806
2025-11-27,Product_10,East,19304806,119846,92596,27250,-43551,-10249,-53800,-13093,-9275,-22368,-48918,19255888
2025-11-28,Product_2,East,19255888,130241,78996,51245,-11047,-13751,-24798,8767,-3759,5008,31455,19287343
2025-11-28,Product_7,West,19287343,188585,127438,61147,-35823,-17433,-53256,43769,-8075,35694,43585,19330928
2025-11-28,Product_3,South,19330928,147546,198449,-50903,-18036,6467,-11569,-19952,-4210,-24162,-86634,19244294
2025-11-29,Product_9,East,19244294,178112,133414,44698,-32609,-3546,-36155,28115,-7686,20429,28972,19273266
2025-11-29,Product_8,West,19273266,101996,143697,-41701,-45148,-17772,-62920,-11112,-6746,-17858,-122479,19150787
2025-11-29,Product_8,South,19150787,178941,77333,101608,-47864,-16413,-64277,46258,-3842,42416,79747,19230534
2025-11-30,Product_3,West,19230534,147664,146153,1511,-33080,-17483,-50563,-2467,-1878,-4345,-53397,19177137
2025-11-30,Product_6,West,19177137,208344,125464,82880,-8952,4112,-4840,32201,-5766,26435,104475,19281612
2025-11-30,Product_3,South,19281612,80015,109757,-29742,-30957,-3995,-34952,1292,-8006,-6714,-71408,19210204
2025-12-01,Product_8,East,19210204,94817,69759,25058,-11412,4989,-6423,504,-8507,-8003,10632,19220836
2025-12-02,Product_5,West,19220836,180153,73587,106566,-39721,4964,-34757,31921,-3046,28875,100684,19321520
2025-12-02,Product_9,North,19321520,111440,95183,16257,-35636,-17611,-53247,35076,-8495,26581,-10409,19311111
2025-12-02,Product_6,South,19311111,195503,99023,96480,-44941,3457,-41484,33950,-6989,26961,81957,19393068
2025-12-03,Product_7,South,19393068,145363,121742,23621,-37360,-7553,-44913,27857,-6324,21533,241,19393309
2025-12-03,Product_4,North,19393309,183591,106229,77362,-31639,-6598,-38237,42583,-7433,35150,74275,19467584
2025-12-03,Product_9,East,19467584,117594,63664,53930,-15528,8190,-7338,46033,-7641,38392,84984,19552568
2025-12-03,Product_5,West,19552568,112899,130979,-18080,-22241,-6557,-28798,43472,-8712,34760,-12118,19540450
2025-12-04,Product_3,North,19540450,184451,162908,21543,-47220,-2058,-49278,29167,-3605,25562,-2173,19538277
2025-12-04,Product_5,West,19538277,200623,170013,30610,-7016,-16426,-23442,26309,-7274,19035,26203,19564480
2025-12-05,Product_5,West,19564480,91826,143008,-51182,-39129,7948,-31181,3490,-7319,-3829,-86192,19478288
2025-12-05,Product_10,North,19478288,163106,114638,48468,-8536,-18227,-26763,9894,-5415,4479,26184,19504472
2025-12-05,Product_4,East,19504472,85079,181412,-96333,-26804,-5659,-32463,5594,-9981,-4387,-133183,19371289
2025-12-05,Product_5,North,19371289,154534,139233,15301,-18429,4980,-13449,28807,-7140,21667,23519,19394808
2025-12-06,Product_2,South,19394808,168815,88525,80290,-25491,-16720,-42211,14980,-8078,6902,44981,19439789
2025-12-06,Product_7,South,19439789,96997,191940,-94943,-31398,-3958,-35356,1246,-4177,-2931,-133230,19306559
2025-12-06,Product_1,North,19306559,137865,163393,-25528,-11608,-10283,-21891,30621,-2675,27946,-19473,19287086
2025-12-07,Product_7,West,19287086,94325,192825,-98500,-34531,-2004,-36535,48811,-8747,40064,-94971,19192115
2025-12-07,Product_2,North,19192115,80824,177718,-96894,-6081,-8483,-14564,1683,-492,1191,-110267,19081848
2025-12-08,Product_3,East,19081848,195016,69982,125034,-13968,6598,-7370,-5361,-4674,-10035,107629,19189477
2025-12-09,Product_3,West,19189477,89695,108582,-18887,-36094,7867,-28227,2187,-3325,-1138,-48252,19141225
2025-12-10,Product_5,East,19141225,124406,118414,5992,-40904,5538,-35366,36241,-7965,28276,-1098,19140127
2025-12-10,Product_2,North,19140127,107740,123328,-15588,-11569,-2125,-13694,-8119,-4228,-12347,-41629,19098498
2025-12-11,Product_5,South,19098498,146126,116531,29595,-31119,-560,-31679,7915,-2708,5207,3123,19101621
2025-12-11,Product_10,North,19101621,86553,77881,8672,-6379,5255,-1124,49306,-3342,45964,53512,19155133
2025-12-12,Product_1,East,19155133,184512,76350,108162,-46643,-18705,-65348,-2231,-942,-3173,39641,19194774
2025-12-12,Product_1,South,19194774,130185,193858,-63673,-40001,8221,-31780,-18380,-3535,-21915,-117368,19077406
2025-12-13,Product_3,North,19077406,209236,69745,139491,-41665,-4139,-45804,34261,-9283,24978,118665,19196071
2025-12-13,Product_6,West,19196071,134380,146089,-11709,-44489,-2937,-47426,18255,-236,18019,-41116,19154955
2025-12-14,Product_10,North,19154955,238525,160727,77798,-17906,-5012,-22918,7723,-1032,6691,61571,19216526
2025-12-14,Product_4,East,19216526,243607,147329,96278,-17262,-484,-17746,36232,-4942,31290,109822,19326348
2025-12-14,Product_2,West,19326348,111283,85968,25315,-44255,-4869,-49124,-14262,-3098,-17360,-41169,19285179
2025-12-15,Product_2,North,19285179,118244,199325,-81081,-30208,-15113,-45321,24411,-9492,14919,-111483,19173696
2025-12-16,Product_3,West,19173696,83192,171116,-87924,-20775,-9598,-30373,16527,-3029,13498,-104799,19068897
2025-12-16,Product_1,East,19068897,161219,179783,-18564,-35482,-3553,-39035,28228,-1345,26883,-30716,19038181
2025-12-17,Product_2,East,19038181,173740,73890,99850,-6740,-8782,-15522,14722,-279,14443,98771,19136952
2025-12-17,Product_8,North,19136952,151975,90921,61054,-38729,3211,-35518,10614,-1217,9397,34933,19171885
2025-12-17,Product_5,East,19171885,231586,179004,52582,-43964,-3708,-47672,11510,-4589,6921,11831,19183716
2025-12-18,Product_10,East,19183716,235927,84281,151646,-9841,7387,-2454,6918,-7161,-243,148949,19332665
2025-12-18,Product_3,South,19332665,191688,192994,-1306,-36976,-8009,-44985,33744,-6349,27395,-18896,19313769
2025-12-18,Product_10,North,19313769,108715,97317,11398,-38362,1836,-36526,-15111,-7637,-22748,-47876,19265893
2025-12-18,Product_5,West,19265893,130551,194273,-63722,-45622,-13237,-58859,17958,-5681,12277,-110304,19155589
2025-12-19,Product_7,North,19155589,147203,110061,37142,-13204,-14878,-28082,41401,-973,40428,49488,19205077
2025-12-19,Product_3,North,19205077,122903,167042,-44139,-6218,-2196,-8414,38798,-3377,35421,-17132,19187945
2025-12-19,Product_5,South,19187945,149634,177426,-27792,-12619,-8061,-20680,-1774,-8938,-10712,-59184,19128761
2025-12-20,Product_8,East,19128761,217632,154835,62797,-12543,3946,-8597,11740,-7253,4487,58687,19187448
2025-12-21,Product_1,South,19187448,147593,98485,49108,-7696,-6800,-14496,-3899,-8831,-12730,21882,19209330
2025-12-21,Product_8,South,19209330,85004,105924,-20920,-26509,1332,-25177,17170,-3427,13743,-32354,19176976
2025-12-21,Product_9,East,19176976,116365,122188,-5823,-15524,-19671,-35195,6673,-772,5901,-35117,19141859
2025-12-21,Product_8,South,19141859,139076,176475,-37399,-14815,-2617,-17432,47384,-1561,45823,-9008,19132851
2025-12-22,Product_4,West,19132851,220362,147780,72582,-41741,6898,-34843,42948,-5506,37442,75181,19208032
2025-12-22,Product_8,South,19208032,157123,73515,83608,-26675,-14146,-40821,-3400,-1359,-4759,38028,19246060
2025-12-23,Product_10,West,19246060,239925,195501,44424,-9606,-15522,-25128,20134,-4427,15707,35003,19281063
2025-12-23,Product_5,South,19281063,236547,126177,110370,-26730,1113,-25617,11,-6594,-6583,78170,19359233
2025-12-23,Product_4,South,19359233,165195,96818,68377,-42321,1309,-41012,-1312,-3343,-4655,22710,19381943
2025-12-24,Product_9,North,19381943,220488,68584,151904,-32766,4104,-28662,-1170,-3905,-5075,118167,19500110
2025-12-25,Product_8,East,19500110,205407,176869,28538,-26395,1414,-24981,-3262,-2631,-5893,-2336,19497774
2025-12-25,Product_2,North,19497774,201656,175316,26340,-28546,-17321,-45867,34418,-4422,29996,10469,19508243
2025-12-25,Product_2,West,19508243,205563,61780,143783,-31107,6490,-24617,22192,-6571,15621,134787,19643030
2025-12-26,Product_10,West,19643030,169196,62395,106801,-41913,3443,-38470,-4221,-5492,-9713,58618,19701648
2025-12-27,Product_8,West,19701648,221056,153176,67880,-11792,5939,-5853,6924,-3551,3373,65400,19767048
2025-12-27,Product_2,West,19767048,165548,185093,-19545,-44227,-15904,-60131,46555,-7928,38627,-41049,19725999
2025-12-27,Product_5,East,19725999,205410,197037,8373,-16464,-1347,-17811,37987,-4721,33266,23828,19749827
2025-12-28,Product_9,West,19749827,83273,75330,7943,-26494,-9114,-35608,-16788,-2755,-19543,-47208,19702619
2025-12-28,Product_2,East,19702619,212152,92675,119477,-27007,-4499,-31506,26815,-1562,25253,113224,19815843
2025-12-29,Product_10,North,19815843,158038,153899,4139,-8736,4130,-4606,-3527,-1251,-4778,-5245,19810598
2025-12-29,Product_10,North,19810598,137589,78414,59175,-29220,7763,-21457,22425,-9387,13038,50756,19861354
2025-12-29,Product_9,West,19861354,107584,104783,2801,-44809,1559,-43250,-9143,-9493,-18636,-59085,19802269
2025-12-29,Product_5,West,19802269,93580,78240,15340,-22910,-9784,-32694,26111,-8527,17584,230,19802499
2025-12-30,Product_10,South,19802499,223283,63646,159637,-47816,3924,-43892,24112,-1896,22216,137961,19940460
2025-12-30,Product_7,East,19940460,125752,130726,-4974,-20304,-13003,-33307,7289,-4747,2542,-35739,19904721
2025-12-30,Product_7,South,19904721,87758,185076,-97318,-28437,-415,-28852,-10146,-2924,-13070,-139240,19765481
2025-12-31,Product_6,North,19765481,232420,79455,152965,-18288,1253,-17035,19293,-1126,18167,154097,19919578
2025-12-31,Product_9,North,19919578,200461,100484,99977,-35215,-3898,-39113,-16596,-4492,-21088,39776,19959354
2025-12-31,Product_8,East,19959354,126009,188824,-62815,-34605,-7425,-42030,33205,-4801,28404,-76441,19882913
2026-01-01,Product_7,North,19882913,176032,187319,-11287,-25637,-11344,-36981,19015,-6177,12838,-35430,19847483
2026-01-01,Product_6,East,19847483,225109,148754,76355,-30167,-9620,-39787,1534,-9075,-7541,29027,19876510
2026-01-01,Product_7,East,19876510,136879,179894,-43015,-5303,9756,4453,-7317,-333,-7650,-46212,19830298
2026-01-01,Product_8,South,19830298,229787,152943,76844,-26580,-9831,-36411,-2884,-3976,-6860,33573,19863871
2026-01-02,Product_9,North,19863871,249123,67176,181947,-30774,2989,-27785,44818,-5707,39111,193273,20057144
2026-01-02,Product_5,South,20057144,190623,60997,129626,-48769,-15336,-64105,-8769,-4886,-13655,51866,20109010
2026-01-03,Product_6,West,20109010,189522,141144,48378,-34665,8749,-25916,7387,-4090,3297,25759,20134769
2026-01-04,Product_2,West,20134769,83743,90924,-7181,-15196,6279,-8917,48860,-8632,40228,24130,20158899
2026-01-04,Product_10,East,20158899,160399,108795,51604,-42486,-2592,-45078,4111,-5280,-1169,5357,20164256
2026-01-04,Product_1,East,20164256,214271,110897,103374,-43038,5019,-38019,35038,-5590,29448,94803,20259059
2026-01-05,Product_10,South,20259059,186968,74892,112076,-13271,-14842,-28113,4815,-589,4226,88189,20347248
2026-01-05,Product_1,West,20347248,98268,174463,-76195,-19263,-14601,-33864,39660,-8503,31157,-78902,20268346
2026-01-05,Product_5,West,20268346,168757,158075,10682,-39609,-15519,-55128,13902,-7261,6641,-37805,20230541
2026-01-06,Product_3,East,20230541,142233,171443,-29210,-28401,-12229,-40630,21335,-8915,12420,-57420,20173121
2026-01-06,Product_10,South,20173121,213014,185224,27790,-22715,4274,-18441,33740,-337,33403,42752,20215873
2026-01-07,Product_6,South,20215873,88983,190469,-101486,-24995,-3717,-28712,18886,-7105,11781,-118417,20097456
2026-01-08,Product_5,South,20097456,245962,137513,108449,-28466,-11750,-40216,30406,-3688,26718,94951,20192407
2026-01-09,Product_7,West,20192407,93665,80641,13024,-37500,-16971,-54471,25950,-8662,17288,-24159,20168248
2026-01-10,Product_4,West,20168248,220710,81173,139537,-18222,-2704,-20926,17010,-7541,9469,128080,20296328
2026-01-10,Product_3,West,20296328,205614,196447,9167,-28487,-11123,-39610,600,-2466,-1866,-32309,20264019
2026-01-10,Product_1,South,20264019,189934,113276,76658,-11928,2480,-9448,35309,-9111,26198,93408,20357427
2026-01-11,Product_2,North,20357427,196196,69404,126792,-38639,-7418,-46057,40598,-863,39735,120470,20477897
2026-01-12,Product_2,North,20477897,148591,179821,-31230,-17186,-17318,-34504,18046,-5448,12598,-53136,20424761
2026-01-12,Product_6,North,20424761,120491,123043,-2552,-12189,9827,-2362,25520,-5386,20134,15220,20439981
2026-01-12,Product_8,South,20439981,203447,121477,81970,-5244,-19980,-25224,37737,-5767,31970,88716,20528697
2026-01-12,Product_7,West,20528697,245750,89583,156167,-13076,-1994,-15070,-4949,-4314,-9263,131834,20660531
2026-01-13,Product_6,West,20660531,204920,70236,134684,-40568,7546,-33022,-3648,-8772,-12420,89242,20749773
2026-01-13,Product_1,West,20749773,202141,76108,126033,-7853,-1380,-9233,-15824,-2155,-17979,98821,20848594
2026-01-13,Product_1,East,20848594,217901,183225,34676,-39654,-13529,-53183,20667,-306,20361,1854,20850448
2026-01-14,Product_9,West,20850448,86611,148242,-61631,-24076,-5866,-29942,13043,-5271,7772,-83801,20766647
2026-01-14,Product_4,South,20766647,138745,145970,-7225,-29464,-156,-29620,22840,-3835,19005,-17840,20748807
2026-01-14,Product_7,North,20748807,140721,198458,-57737,-11862,-12660,-24522,7201,-3042,4159,-78100,20670707
2026-01-14,Product_7,East,20670707,157228,132197,25031,-48021,611,-47410,-1739,-2486,-4225,-26604,20644103
2026-01-15,Product_4,South,20644103,146330,132322,14008,-41782,-12608,-54390,25313,-5353,19960,-20422,20623681
2026-01-15,Product_9,West,20623681,228430,121710,106720,-34790,621,-34169,28821,-7248,21573,94124,20717805
2026-01-15,Product_2,West,20717805,219122,88605,130517,-43183,-4602,-47785,20883,-287,20596,103328,20821133
2026-01-16,Product_9,East,20821133,213997,110272,103725,-10310,-3170,-13480,24528,-6627,17901,108146,20929279
2026-01-16,Product_1,South,20929279,95457,102311,-6854,-8980,886,-8094,30877,-8885,21992,7044,20936323
2026-01-16,Product_4,South,20936323,244334,192019,52315,-5022,-18872,-23894,12322,-557,11765,40186,20976509
2026-01-16,Product_1,North,20976509,101725,132534,-30809,-44950,3418,-41532,557,-5441,-4884,-77225,20899284
2026-01-17,Product_1,South,20899284,226874,102407,124467,-18338,-9247,-27585,-1105,-362,-1467,95415,20994699
2026-01-17,Product_8,South,20994699,216421,185416,31005,-44963,-9953,-54916,-12250,-6079,-18329,-42240,20952459
2026-01-17,Product_8,North,20952459,93686,123528,-29842,-39275,-2613,-41888,2787,-925,1862,-69868,20882591
2026-01-18,Product_4,South,20882591,184887,121086,63801,-41695,6118,-35577,43308,-4231,39077,67301,20949892
2026-01-18,Product_7,North,20949892,118059,191980,-73921,-20123,-7123,-27246,-5761,-5051,-10812,-111979,20837913
2026-01-18,Product_2,East,20837913,122103,148771,-26668,-31129,-9466,-40595,23060,-805,22255,-45008,20792905
2026-01-18,Product_4,West,20792905,145563,68660,76903,-30339,-12945,-43284,35842,-9616,26226,59845,20852750
